2117075,2018-03-02,ISH
2117078,2018-03-02,ISH
2117098,2018-03-02,ISH
2117166,2018-03-02,ISH
2117189,2018-03-02,ISH
2117190,2018-03-02,ISH
2117196,2018-03-02,ISH
2118007,2018-03-02,ISH
2118019,2018-03-02,ISH
1117013,2018-03-03,ISH
2116008,2018-03-03,ISH
2116029,2018-03-03,ISH
2117051,2018-03-03,ISH
2117092,2018-03-03,ISH
2117102,2018-03-03,ISH
2117111,2018-03-03,ISH
2117178,2018-03-03,ISH
2117192,2018-03-03,ISH
2118001,2018-03-03,ISH
2116060,2018-03-04,ISH
2117051,2018-03-04,ISH
2117081,2018-03-04,ISH
2117143,2018-03-04,ISH
2117156,2018-03-04,ISH
2117180,2018-03-04,ISH
2118007,2018-03-04,ISH
1107001,2018-03-05,ISH
1115003,2018-03-05,ISH
1116004,2018-03-05,ISH
1116008,2018-03-05,ISH
1116012,2018-03-05,ISH
1117023,2018-03-05,ISH
2115010,2018-03-05,ISH
2116029,2018-03-05,ISH
2117092,2018-03-05,ISH
2117102,2018-03-05,ISH
2117133,2018-03-05,ISH
2117177,2018-03-05,ISH
2114006,2018-03-06,ISH
2115002,2018-03-06,ISH
2115016,2018-03-06,ISH
2116028,2018-03-06,ISH
2117084,2018-03-06,ISH
2117164,2018-03-06,ISH
2118013,2018-03-06,ISH
2116043,2018-03-07,ISH
2117039,2018-03-07,ISH
2117158,2018-03-07,ISH
2116055,2018-03-08,ISH
2116058,2018-03-08,ISH
2117007,2018-03-08,ISH
2117075,2018-03-08,ISH
2117083,2018-03-08,ISH
2117092,2018-03-08,ISH
2117117,2018-03-08,ISH
2117177,2018-03-08,ISH
2117180,2018-03-08,ISH
2118019,2018-03-08,ISH
1117020,2018-03-09,ISH
2113004,2018-03-09,ISH
2116055,2018-03-09,ISH
2117173,2018-03-09,ISH
2117177,2018-03-09,ISH
2118019,2018-03-09,ISH
2117032,2018-03-10,ISH
2117078,2018-03-10,ISH
2117191,2018-03-10,ISH
2116008,2018-03-11,ISH
2117158,2018-03-11,ISH
2117192,2018-03-11,ISH
2117199,2018-03-11,ISH
2118007,2018-03-11,ISH
2118022,2018-03-11,ISH
1117016,2018-03-12,ISH
1117020,2018-03-12,ISH
2113004,2018-03-12,ISH
2117066,2018-03-12,ISH
2117078,2018-03-12,ISH
2117168,2018-03-12,ISH
2117183,2018-03-12,ISH
2117186,2018-03-12,ISH
2117190,2018-03-12,ISH
2117210,2018-03-12,ISH
2118012,2018-03-12,ISH
2118018,2018-03-12,ISH
2113012,2018-03-13,ISH
2116043,2018-03-13,ISH
2117051,2018-03-13,ISH
2118011,2018-03-13,ISH
1116013,2018-03-14,ISH
1117023,2018-03-14,ISH
2116010,2018-03-14,ISH
2116014,2018-03-14,ISH
2116043,2018-03-14,ISH
2117007,2018-03-14,ISH
2117030,2018-03-14,ISH
2117168,2018-03-14,ISH
1116008,2018-03-15,ISH
1117016,2018-03-15,ISH
2116055,2018-03-15,ISH
2117078,2018-03-15,ISH
2117092,2018-03-15,ISH
2117098,2018-03-15,ISH
2117132,2018-03-15,ISH
2117136,2018-03-15,ISH
2117143,2018-03-15,ISH
2118011,2018-03-15,ISH
2117005,2018-03-16,ISH
2117166,2018-03-16,ISH
2117194,2018-03-16,ISH
2116002,2018-03-17,ISH
2117034,2018-03-17,ISH
2117064,2018-03-17,ISH
2117163,2018-03-17,ISH
2117189,2018-03-17,ISH
2117065,2018-03-18,ISH
2117166,2018-03-18,ISH
2117192,2018-03-18,ISH
2118001,2018-03-18,ISH
1099001,2018-03-19,ISH
1115003,2018-03-19,ISH
2116014,2018-03-19,ISH
2117092,2018-03-19,ISH
2117129,2018-03-19,ISH
2117180,2018-03-19,ISH
2118001,2018-03-19,ISH
2118022,2018-03-19,ISH
1099001,2018-03-20,ISH
1117016,2018-03-20,ISH
2115003,2018-03-20,ISH
2117007,2018-03-20,ISH
2117180,2018-03-20,ISH
2117206,2018-03-20,ISH
2118022,2018-03-20,ISH
2112004,2018-03-21,ISH
2116043,2018-03-21,ISH
2117158,2018-03-21,ISH
2117168,2018-03-21,ISH
2117189,2018-03-21,ISH
1115003,2018-03-22,ISH
1117013,2018-03-22,ISH
1117023,2018-03-22,ISH
2115016,2018-03-22,ISH
2116017,2018-03-22,ISH
2116043,2018-03-22,ISH
2116055,2018-03-22,ISH
2117056,2018-03-22,ISH
2117071,2018-03-22,ISH
2117107,2018-03-22,ISH
2117117,2018-03-22,ISH
2117162,2018-03-22,ISH
2117173,2018-03-22,ISH
2117203,2018-03-22,ISH
1117023,2018-03-23,ISH
2116008,2018-03-23,ISH
2116014,2018-03-23,ISH
2116055,2018-03-23,ISH
2117007,2018-03-23,ISH
2117098,2018-03-23,ISH
2117099,2018-03-23,ISH
2117168,2018-03-23,ISH
2117203,2018-03-23,ISH
2117204,2018-03-23,ISH
2114003,2018-03-24,ISH
2114017,2018-03-24,ISH
2116058,2018-03-24,ISH
2117001,2018-03-24,ISH
2117029,2018-03-24,ISH
2117034,2018-03-24,ISH
2117044,2018-03-24,ISH
2117078,2018-03-24,ISH
2117088,2018-03-24,ISH
2117092,2018-03-24,ISH
2117109,2018-03-24,ISH
2117111,2018-03-24,ISH
2117168,2018-03-24,ISH
1117011,2018-03-25,ISH
1117016,2018-03-25,ISH
2114003,2018-03-25,ISH
2114006,2018-03-25,ISH
2116014,2018-03-25,ISH
2116017,2018-03-25,ISH
2117064,2018-03-25,ISH
2117078,2018-03-25,ISH
2117166,2018-03-25,ISH
2117178,2018-03-25,ISH
2117180,2018-03-25,ISH
2117187,2018-03-25,ISH
2117199,2018-03-25,ISH
1115001,2018-03-26,ISH
1117013,2018-03-26,ISH
2114006,2018-03-26,ISH
2116017,2018-03-26,ISH
2116024,2018-03-26,ISH
2117019,2018-03-26,ISH
2117075,2018-03-26,ISH
2117099,2018-03-26,ISH
2117187,2018-03-26,ISH
2117190,2018-03-26,ISH
2111004,2018-03-27,ISH
2116029,2018-03-27,ISH
2116043,2018-03-27,ISH
2117088,2018-03-27,ISH
2117102,2018-03-27,ISH
2117106,2018-03-27,ISH
2117168,2018-03-27,ISH
2117195,2018-03-27,ISH
2116050,2018-03-28,ISH
2117166,2018-03-28,ISH
2116055,2018-03-29,ISH
2117075,2018-03-29,ISH
2117131,2018-03-29,ISH
2117180,2018-03-29,ISH
2117190,2018-03-29,ISH
2117203,2018-03-29,ISH
1107001,2018-03-30,ISH
1116013,2018-03-30,ISH
1117013,2018-03-30,ISH
1118001,2018-03-30,ISH
2114006,2018-03-30,ISH
2116058,2018-03-30,ISH
2117073,2018-03-30,ISH
2117075,2018-03-30,ISH
2117106,2018-03-30,ISH
2117152,2018-03-30,ISH
2117162,2018-03-30,ISH
2117178,2018-03-30,ISH
2117180,2018-03-30,ISH
2118001,2018-03-30,ISH
2118009,2018-03-30,ISH
1099001,2018-03-31,ISH
1116004,2018-03-31,ISH
1117011,2018-03-31,ISH
2116029,2018-03-31,ISH
2117106,2018-03-31,ISH
2117129,2018-03-31,ISH
2117156,2018-03-31,ISH
2117164,2018-03-31,ISH
2117167,2018-03-31,ISH
2117029,2018-03-02,IP
2117001,2018-03-03,IP
2117005,2018-03-03,IP
2117139,2018-03-03,IP
2117199,2018-03-03,IP
2118018,2018-03-03,IP
2118018,2018-03-04,IP
2117143,2018-03-05,IP
2117158,2018-03-05,IP
2118016,2018-03-05,IP
2118022,2018-03-06,IP
1118004,2018-03-07,IP
2109002,2018-03-07,IP
2113004,2018-03-07,IP
2115016,2018-03-07,IP
2115017,2018-03-07,IP
2115018,2018-03-07,IP
2116050,2018-03-07,IP
2116055,2018-03-07,IP
2116060,2018-03-07,IP
2116062,2018-03-07,IP
2117029,2018-03-07,IP
2117064,2018-03-07,IP
2117069,2018-03-07,IP
2117073,2018-03-07,IP
2117081,2018-03-07,IP
2117097,2018-03-07,IP
2117129,2018-03-07,IP
2117161,2018-03-07,IP
2117195,2018-03-07,IP
2118003,2018-03-07,IP
2118022,2018-03-07,IP
1118004,2018-03-08,IP
2117019,2018-03-08,IP
2117039,2018-03-08,IP
2117189,2018-03-08,IP
2117191,2018-03-08,IP
2117202,2018-03-08,IP
2117064,2018-03-10,IP
2117075,2018-03-10,IP
2117111,2018-03-10,IP
2117112,2018-03-10,IP
2117114,2018-03-10,IP
2117161,2018-03-10,IP
2117166,2018-03-10,IP
2117186,2018-03-10,IP
2117199,2018-03-10,IP
2118001,2018-03-10,IP
2118003,2018-03-10,IP
2118015,2018-03-10,IP
2117039,2018-03-11,IP
2117064,2018-03-11,IP
2117075,2018-03-11,IP
2117114,2018-03-11,IP
2117077,2018-03-12,IP
2117109,2018-03-12,IP
2117192,2018-03-12,IP
2117092,2018-03-13,IP
2117105,2018-03-14,IP
1118005,2018-03-15,IP
2117131,2018-03-15,IP
2117040,2018-03-16,IP
1116004,2018-03-20,IP
2116058,2018-03-20,IP
2117203,2018-03-20,IP
2118023,2018-03-20,IP
2118024,2018-03-20,IP
1099001,2018-03-22,IP
1099001,2018-03-23,IP
1115001,2018-03-23,IP
2117158,2018-03-23,IP
2118010,2018-03-23,IP
1115001,2018-03-24,IP
2112004,2018-03-24,IP
2115002,2018-03-24,IP
2115009,2018-03-24,IP
2115016,2018-03-24,IP
2115022,2018-03-24,IP
2116002,2018-03-24,IP
2116019,2018-03-24,IP
2116027,2018-03-24,IP
2116050,2018-03-24,IP
2116062,2018-03-24,IP
2117007,2018-03-24,IP
2117019,2018-03-24,IP
2117072,2018-03-24,IP
2117073,2018-03-24,IP
2117083,2018-03-24,IP
2117105,2018-03-24,IP
2117114,2018-03-24,IP
2117161,2018-03-24,IP
2117165,2018-03-24,IP
2117182,2018-03-24,IP
2117186,2018-03-24,IP
2117190,2018-03-24,IP
2117195,2018-03-24,IP
2117202,2018-03-24,IP
2116024,2018-03-25,IP
2117001,2018-03-25,IP
2117066,2018-03-25,IP
2117077,2018-03-25,IP
2117111,2018-03-25,IP
2118011,2018-03-25,IP
2118012,2018-03-25,IP
2115010,2018-03-26,IP
2115022,2018-03-26,IP
2116020,2018-03-26,IP
2116060,2018-03-26,IP
2117158,2018-03-26,IP
1117011,2018-03-29,IP
2112004,2018-03-29,IP
2113011,2018-03-29,IP
2115023,2018-03-29,IP
2116017,2018-03-29,IP
2116024,2018-03-29,IP
2117044,2018-03-29,IP
2117069,2018-03-29,IP
2117084,2018-03-29,IP
2117164,2018-03-29,IP
2117184,2018-03-29,IP
2113011,2018-03-30,IP
2115023,2018-03-30,IP
2116017,2018-03-30,IP
2116024,2018-03-30,IP
2117044,2018-03-30,IP
2117044,2018-03-01,IH
2117098,2018-03-01,IH
2118014,2018-03-01,IH
2116008,2018-03-02,IH
2116058,2018-03-02,IH
2117013,2018-03-02,IH
2117066,2018-03-02,IH
2117158,2018-03-02,IH
2117178,2018-03-02,IH
2117192,2018-03-02,IH
2118006,2018-03-02,IH
2117019,2018-03-03,IH
2117071,2018-03-03,IH
2117114,2018-03-03,IH
2117187,2018-03-03,IH
2117071,2018-03-04,IH
2117074,2018-03-04,IH
2117184,2018-03-04,IH
1094002,2018-03-05,IH
1117013,2018-03-05,IH
2117071,2018-03-05,IH
2118019,2018-03-05,IH
1107001,2018-03-06,IH
2115003,2018-03-06,IH
2115010,2018-03-06,IH
2116002,2018-03-06,IH
2117071,2018-03-06,IH
2117097,2018-03-06,IH
2117180,2018-03-06,IH
2116029,2018-03-07,IH
2117072,2018-03-07,IH
2118019,2018-03-07,IH
1116015,2018-03-08,IH
1116016,2018-03-08,IH
1117013,2018-03-08,IH
2116029,2018-03-08,IH
2117139,2018-03-08,IH
2117199,2018-03-08,IH
2118018,2018-03-08,IH
2117092,2018-03-09,IH
2117152,2018-03-09,IH
2117136,2018-03-11,IH
2118006,2018-03-11,IH
2117005,2018-03-12,IH
2117007,2018-03-12,IH
2117072,2018-03-12,IH
2117117,2018-03-12,IH
2117180,2018-03-12,IH
2117184,2018-03-12,IH
2117203,2018-03-12,IH
2118001,2018-03-12,IH
2118016,2018-03-12,IH
2118022,2018-03-12,IH
1116015,2018-03-13,IH
1117013,2018-03-13,IH
2115023,2018-03-13,IH
2116058,2018-03-13,IH
2117175,2018-03-13,IH
2117195,2018-03-13,IH
2117202,2018-03-13,IH
2118012,2018-03-13,IH
1117015,2018-03-14,IH
2114006,2018-03-14,IH
2114017,2018-03-14,IH
2117098,2018-03-14,IH
2117106,2018-03-14,IH
2117112,2018-03-14,IH
2117152,2018-03-14,IH
2117192,2018-03-14,IH
1094002,2018-03-15,IH
2117001,2018-03-15,IH
2117044,2018-03-15,IH
2117062,2018-03-15,IH
2117064,2018-03-15,IH
2117158,2018-03-15,IH
2117168,2018-03-15,IH
2117171,2018-03-15,IH
2117186,2018-03-15,IH
2117187,2018-03-15,IH
2115010,2018-03-16,IH
2117030,2018-03-16,IH
2117180,2018-03-16,IH
2116014,2018-03-17,IH
2117038,2018-03-17,IH
2117099,2018-03-18,IH
2118006,2018-03-18,IH
1117016,2018-03-19,IH
2116058,2018-03-19,IH
2116061,2018-03-19,IH
2117071,2018-03-19,IH
2118006,2018-03-19,IH
2118010,2018-03-19,IH
2118018,2018-03-19,IH
1113001,2018-03-20,IH
1117013,2018-03-20,IH
2117077,2018-03-20,IH
2117098,2018-03-20,IH
2118018,2018-03-20,IH
2113013,2018-03-21,IH
2117019,2018-03-21,IH
2117098,2018-03-21,IH
2117180,2018-03-21,IH
2117064,2018-03-22,IH
2117098,2018-03-22,IH
2117143,2018-03-22,IH
2117187,2018-03-22,IH
2117071,2018-03-23,IH
2117073,2018-03-23,IH
2117180,2018-03-23,IH
2117206,2018-03-23,IH
2117210,2018-03-23,IH
1099001,2018-03-24,IH
1116012,2018-03-24,IH
1118001,2018-03-24,IH
2117156,2018-03-24,IH
2117180,2018-03-24,IH
2117196,2018-03-24,IH
1117013,2018-03-25,IH
2115013,2018-03-25,IH
2117192,2018-03-25,IH
2117195,2018-03-25,IH
2118006,2018-03-25,IH
1089001,2018-03-26,IH
1118001,2018-03-26,IH
2114003,2018-03-26,IH
2116002,2018-03-26,IH
2116027,2018-03-26,IH
2117131,2018-03-26,IH
2117206,2018-03-26,IH
2117072,2018-03-27,IH
2117178,2018-03-27,IH
2117044,2018-03-28,IH
2117071,2018-03-28,IH
2117133,2018-03-28,IH
2117158,2018-03-28,IH
1105001,2018-03-29,IH
1107001,2018-03-29,IH
1114003,2018-03-29,IH
1116009,2018-03-29,IH
1117023,2018-03-29,IH
2113004,2018-03-29,IH
2116029,2018-03-29,IH
2117030,2018-03-29,IH
2117066,2018-03-29,IH
2117071,2018-03-29,IH
2117107,2018-03-29,IH
2117143,2018-03-29,IH
2117172,2018-03-29,IH
1094002,2018-03-30,IH
1117012,2018-03-30,IH
2115010,2018-03-30,IH
2117156,2018-03-30,IH
2117166,2018-03-30,IH
2114003,2018-03-31,IH
2115010,2018-03-31,IH
2116014,2018-03-31,IH
2116027,2018-03-31,IH
2116062,2018-03-31,IH
2117051,2018-03-31,IH
2117088,2018-03-31,IH
2117098,2018-03-31,IH
2118009,2018-03-31,IH
2117168,2018-03-03,IG
2117040,2018-03-04,IG
1116009,2018-03-05,IG
2117156,2018-03-11,IG
2117051,2018-03-15,IG
2117062,2018-03-21,IG
2117102,2018-03-28,IG
2117137,2018-03-28,IG
1117015,2018-03-29,IG
2112004,2018-03-01,IC
1116005,2018-03-02,IC
2112004,2018-03-02,IC
2112004,2018-03-03,IC
2116047,2018-03-03,IC
2112004,2018-03-04,IC
2116047,2018-03-04,IC
2116055,2018-03-04,IC
1116013,2018-03-05,IC
2112003,2018-03-05,IC
2112004,2018-03-05,IC
2116047,2018-03-05,IC
2112003,2018-03-06,IC
2116047,2018-03-06,IC
2112003,2018-03-07,IC
2116047,2018-03-07,IC
1113001,2018-03-08,IC
2116047,2018-03-08,IC
2111004,2018-03-09,IC
2111004,2018-03-10,IC
2115018,2018-03-10,IC
2111004,2018-03-11,IC
2115018,2018-03-11,IC
2111004,2018-03-12,IC
2111004,2018-03-13,IC
1084001,2018-03-14,IC
1101001,2018-03-14,IC
2111004,2018-03-14,IC
1116016,2018-03-15,IC
2116028,2018-03-18,IC
1116008,2018-03-19,IC
1089001,2018-03-20,IC
2116020,2018-03-20,IC
2115003,2018-03-28,IC
1107001,2018-03-01,D
1112001,2018-03-01,D
1112002,2018-03-01,D
1117004,2018-03-01,D
1117021,2018-03-01,D
1112001,2018-03-02,D
1112002,2018-03-02,D
1117004,2018-03-02,D
1117016,2018-03-02,D
1117021,2018-03-02,D
2117156,2018-03-02,D
1117012,2018-03-03,D
1117023,2018-03-03,D
1118001,2018-03-03,D
1112001,2018-03-05,D
1117004,2018-03-05,D
1118002,2018-03-05,D
1112001,2018-03-06,D
1112002,2018-03-06,D
1116009,2018-03-06,D
1117004,2018-03-06,D
1117016,2018-03-06,D
1117021,2018-03-06,D
1089001,2018-03-07,D
1095002,2018-03-07,D
1105001,2018-03-07,D
1112001,2018-03-07,D
1112002,2018-03-07,D
1116006,2018-03-07,D
1117004,2018-03-07,D
1117012,2018-03-07,D
1117014,2018-03-07,D
1117023,2018-03-07,D
1117024,2018-03-07,D
1118002,2018-03-07,D
2117202,2018-03-07,D
1105001,2018-03-08,D
1117004,2018-03-08,D
1117014,2018-03-08,D
1105001,2018-03-09,D
1112001,2018-03-09,D
1112002,2018-03-09,D
1117014,2018-03-09,D
1117016,2018-03-09,D
1118004,2018-03-09,D
2118013,2018-03-09,D
1107001,2018-03-10,D
1112002,2018-03-10,D
1114001,2018-03-10,D
1117004,2018-03-10,D
1117012,2018-03-10,D
1117013,2018-03-10,D
1117016,2018-03-10,D
1117021,2018-03-10,D
1117023,2018-03-10,D
1118001,2018-03-10,D
1112001,2018-03-12,D
1112002,2018-03-12,D
1116006,2018-03-12,D
1117021,2018-03-12,D
1112001,2018-03-13,D
1112002,2018-03-13,D
1116006,2018-03-13,D
1116009,2018-03-13,D
1117004,2018-03-13,D
1117016,2018-03-13,D
1117021,2018-03-13,D
1118004,2018-03-13,D
2117075,2018-03-13,D
2118003,2018-03-13,D
1107001,2018-03-14,D
1116003,2018-03-14,D
1116006,2018-03-14,D
1116009,2018-03-14,D
1117004,2018-03-14,D
1117016,2018-03-14,D
1117021,2018-03-14,D
1118004,2018-03-14,D
1089001,2018-03-15,D
1095002,2018-03-15,D
1101001,2018-03-15,D
1107001,2018-03-15,D
1116001,2018-03-15,D
1116003,2018-03-15,D
1116006,2018-03-15,D
1116009,2018-03-15,D
1117011,2018-03-15,D
1117020,2018-03-15,D
1117024,2018-03-15,D
1118002,2018-03-15,D
1118004,2018-03-15,D
2117161,2018-03-15,D
1114001,2018-03-16,D
1117016,2018-03-16,D
1117012,2018-03-17,D
1117013,2018-03-17,D
1117016,2018-03-17,D
1117021,2018-03-17,D
1117023,2018-03-17,D
1118001,2018-03-17,D
1112002,2018-03-18,D
1117016,2018-03-18,D
1117021,2018-03-18,D
1105001,2018-03-19,D
1107001,2018-03-19,D
1112001,2018-03-19,D
1112002,2018-03-19,D
1116003,2018-03-19,D
1116006,2018-03-19,D
1117004,2018-03-19,D
1117014,2018-03-19,D
1117023,2018-03-19,D
1118002,2018-03-19,D
1101001,2018-03-20,D
1116009,2018-03-20,D
1116015,2018-03-20,D
1112002,2018-03-21,D
1112001,2018-03-22,D
1117004,2018-03-22,D
1117021,2018-03-22,D
1117004,2018-03-23,D
2117164,2018-03-23,D
1112001,2018-03-24,D
1112002,2018-03-24,D
1116006,2018-03-24,D
1117004,2018-03-24,D
1117016,2018-03-24,D
1117021,2018-03-24,D
1112001,2018-03-25,D
1112002,2018-03-25,D
1116006,2018-03-25,D
1117021,2018-03-25,D
2109002,2018-03-25,D
2117029,2018-03-25,D
2117071,2018-03-25,D
1101001,2018-03-26,D
1112001,2018-03-26,D
1112002,2018-03-26,D
1116006,2018-03-26,D
1116009,2018-03-26,D
1117016,2018-03-26,D
1117021,2018-03-26,D
1117013,2018-03-27,D
1117023,2018-03-27,D
1118001,2018-03-27,D
2117170,2018-03-27,D
1112001,2018-03-29,D
1112002,2018-03-29,D
1117014,2018-03-29,D
1117021,2018-03-29,D
1112001,2018-03-30,D
1112002,2018-03-30,D
1116006,2018-03-30,D
1117004,2018-03-30,D
1117016,2018-03-30,D
1116006,2018-03-31,D
1117004,2018-03-31,D
1117016,2018-03-31,D
2116003,2018-03-03,C
